LSOA Code,LSOA Name,Borough,Total_Crime_Count,Population,Crime_Rate
E01001373,Ealing 043A,E09000009,125,2078,60.15399422521656
E01001374,Ealing 040A,E09000009,65,1945,33.419023136246786
E01001375,Ealing 034A,E09000009,70,1698,41.22497055359246
E01001376,Ealing 040B,E09000009,108,1707,63.2688927943761
E01001377,Ealing 034B,E09000009,62,1637,37.87416004886988
E01001379,Ealing 034C,E09000009,56,1736,32.25806451612903
E01001380,Ealing 040C,E09000009,79,2306,34.25845620121422
E01001381,Ealing 034D,E09000009,291,1877,155.03462972828981
E01001382,Ealing 032B,E09000009,50,1481,33.7609723160027
E01001383,Ealing 028D,E09000009,44,1755,25.07122507122507
E01001384,Ealing 032C,E09000009,97,1748,55.49199084668192
E01001385,Ealing 032D,E09000009,65,1678,38.73659117997616
E01001386,Ealing 031F,E09000009,97,1798,53.9488320355951
E01001387,Ealing 032E,E09000009,170,1535,110.74918566775244
E01001388,Ealing 028E,E09000009,176,1445,121.79930795847751
E01001389,Ealing 028F,E09000009,333,1827,182.26600985221674
E01001390,Enfield 036A,E09000010,67,1817,36.87396807925151
E01001391,Enfield 036B,E09000010,101,1781,56.70971364402021
E01001392,Enfield 032A,E09000010,73,1866,39.12111468381565
E01001393,Enfield 036C,E09000010,111,1970,56.34517766497462
E01001394,Enfield 035A,E09000010,151,1997,75.6134201301953
E01001395,Enfield 035B,E09000010,101,1633,61.84935701163503
E01001396,Enfield 036D,E09000010,89,1461,60.917180013689254
E01001397,Enfield 035C,E09000010,156,2164,72.0887245841035
E01001398,Enfield 021A,E09000010,118,1341,87.99403430275913
E01001399,Enfield 021B,E09000010,76,1482,51.28205128205128
E01001400,Enfield 021C,E09000010,104,1562,66.58130601792574
E01001401,Enfield 016A,E09000010,48,1389,34.55723542116631
E01001402,Enfield 021D,E09000010,100,1852,53.99568034557235
E01001403,Enfield 021E,E09000010,98,1705,57.47800586510264
E01001404,Enfield 026A,E09000010,64,1480,43.24324324324324
E01001405,Enfield 015A,E09000010,98,1802,54.38401775804662
E01001406,Enfield 015B,E09000010,159,1658,95.89867310012062
E01001407,Enfield 005A,E09000010,144,1593,90.3954802259887
E01001408,Enfield 004A,E09000010,122,1670,73.05389221556887
E01001409,Enfield 005B,E09000010,142,2034,69.81317600786626
E01001410,Enfield 005C,E09000010,155,2188,70.84095063985376
E01001411,Enfield 004B,E09000010,161,1903,84.60325801366264
E01001412,Enfield 004C,E09000010,230,1756,130.97949886104783
E01001413,Enfield 004D,E09000010,71,1635,43.42507645259939
E01001414,Enfield 004E,E09000010,120,1673,71.72743574417214
E01001415,Enfield 011A,E09000010,282,2051,137.49390541199415
E01001416,Enfield 013A,E09000010,58,1726,33.603707995365006
E01001417,Enfield 011B,E09000010,105,1887,55.64387917329094
E01001418,Enfield 011C,E09000010,123,1740,70.6896551724138
E01001419,Enfield 020A,E09000010,136,1973,68.93056259503294
E01001420,Enfield 020B,E09000010,81,1783,45.42905215928211
E01001421,Enfield 020C,E09000010,51,1672,30.502392344497608
E01001422,Enfield 011D,E09000010,53,1677,31.604054859868814
E01001423,Enfield 027A,E09000010,148,1731,85.4997111496245
E01001424,Enfield 030A,E09000010,86,1227,70.08964955175225
E01001425,Enfield 027B,E09000010,291,2023,143.84577360355908
E01001426,Enfield 030B,E09000010,164,1822,90.01097694840834
E01001427,Enfield 030C,E09000010,326,1744,186.92660550458714
E01001428,Enfield 027C,E09000010,151,1723,87.63784097504353
E01001429,Enfield 030D,E09000010,815,2328,350.0859106529209
E01001430,Enfield 030E,E09000010,148,2013,73.52210630899155
E01001431,Enfield 033A,E09000010,130,1786,72.78835386338186
E01001432,Enfield 033B,E09000010,237,1867,126.94161756829136
E01001433,Enfield 007A,E09000010,151,1822,82.87596048298573
E01001434,Enfield 007B,E09000010,131,1591,82.33815210559396
E01001435,Enfield 007C,E09000010,78,1517,51.417270929466056
E01001436,Enfield 007D,E09000010,121,1933,62.59699948266943
E01001437,Enfield 014A,E09000010,318,2275,139.7802197802198
E01001438,Enfield 007E,E09000010,148,1676,88.3054892601432
E01001439,Enfield 006A,E09000010,309,2131,145.00234631628345
E01001440,Enfield 012A,E09000010,153,1677,91.23434704830053
E01001441,Enfield 006B,E09000010,161,1646,97.81287970838397
E01001442,Enfield 002A,E09000010,183,1732,105.6581986143187
E01001444,Enfield 001A,E09000010,151,1908,79.14046121593292
E01001445,Enfield 003B,E09000010,272,2799,97.17756341550555
E01001446,Enfield 001B,E09000010,89,1858,47.900968783638326
E01001447,Enfield 003C,E09000010,191,1991,95.93169261677549
E01001448,Enfield 003D,E09000010,152,1982,76.69021190716448
E01001449,Enfield 003E,E09000010,109,1643,66.34205721241632
E01001450,Enfield 015C,E09000010,574,2378,241.3793103448276
E01001451,Enfield 017A,E09000010,145,1664,87.13942307692307
E01001452,Enfield 017B,E09000010,43,1373,31.318281136198106
E01001453,Enfield 017C,E09000010,53,1660,31.927710843373493
E01001454,Enfield 017D,E09000010,61,1701,35.86125808348031
E01001455,Enfield 021F,E09000010,78,1456,53.57142857142857
E01001456,Enfield 022A,E09000010,63,1396,45.12893982808023
E01001457,Enfield 010A,E09000010,79,1813,43.57418643132929
E01001458,Enfield 037A,E09000010,204,1786,114.22172452407615
E01001459,Enfield 024A,E09000010,138,1720,80.23255813953487
E01001460,Enfield 024B,E09000010,177,2113,83.76715570279224
E01001461,Enfield 027D,E09000010,137,1576,86.92893401015228
E01001462,Enfield 024C,E09000010,111,1455,76.28865979381445
E01001463,Enfield 031A,E09000010,75,1560,48.07692307692308
E01001464,Enfield 027E,E09000010,77,1315,58.555133079847906
E01001465,Enfield 031B,E09000010,175,1561,112.10762331838565
E01001466,Enfield 031C,E09000010,124,1996,62.124248496993985
E01001467,Enfield 031D,E09000010,92,1999,46.023011505752876
E01001468,Enfield 010B,E09000010,334,1416,235.87570621468925
E01001469,Enfield 008A,E09000010,69,1767,39.04923599320883
E01001470,Enfield 013B,E09000010,74,1649,44.875682231655546
E01001471,Enfield 010C,E09000010,94,1908,49.266247379454924
E01001472,Enfield 010D,E09000010,89,1653,53.84150030248034
E01001473,Enfield 013C,E09000010,66,1596,41.35338345864661
E01001474,Enfield 010E,E09000010,71,1898,37.40779768177028
E01001475,Enfield 013D,E09000010,51,1803,28.286189683860233
E01001476,Enfield 018A,E09000010,129,1751,73.67218732153056
E01001477,Enfield 018B,E09000010,142,1979,71.75341081354219
E01001478,Enfield 016B,E09000010,121,1658,72.9794933655006
E01001479,Enfield 023A,E09000010,161,1793,89.7936419408812
E01001480,Enfield 024D,E09000010,103,1588,64.86146095717885
E01001481,Enfield 018C,E09000010,90,1796,50.11135857461024
E01001482,Enfield 023B,E09000010,115,1923,59.80239209568383
E01001483,Enfield 025A,E09000010,161,1187,135.63605728727885
E01001484,Enfield 016C,E09000010,135,1414,95.47383309759547
E01001485,Enfield 025B,E09000010,148,1858,79.65554359526372
E01001486,Enfield 025C,E09000010,208,2148,96.83426443202978
E01001487,Enfield 023C,E09000010,153,1941,78.82534775888716
E01001488,Enfield 024E,E09000010,124,1979,62.65790803436079
E01001489,Enfield 023D,E09000010,199,1888,105.40254237288136
E01001491,Enfield 023E,E09000010,202,1950,103.58974358974359
E01001492,Enfield 025E,E09000010,120,2038,58.881256133464184
E01001493,Enfield 026B,E09000010,75,1911,39.24646781789639
E01001494,Enfield 026C,E09000010,92,1477,62.28842247799594
E01001495,Enfield 029A,E09000010,122,1846,66.08884073672806
E01001496,Enfield 026D,E09000010,90,1901,47.343503419253025
E01001497,Enfield 031E,E09000010,95,1457,65.20247083047357
E01001498,Enfield 029B,E09000010,403,1837,219.37942297223734
E01001499,Enfield 031F,E09000010,112,1540,72.72727272727272
E01001500,Enfield 035D,E09000010,121,1589,76.14852108244179
E01001501,Enfield 036E,E09000010,233,2220,104.95495495495496
E01001502,Enfield 018D,E09000010,231,1954,118.21903787103378
E01001503,Enfield 018E,E09000010,185,1888,97.98728813559322
E01001504,Enfield 012B,E09000010,106,2139,49.55586722767649
E01001505,Enfield 012C,E09000010,138,1959,70.44410413476264
E01001507,Enfield 012D,E09000010,400,2583,154.8586914440573
E01001508,Enfield 012E,E09000010,230,2445,94.06952965235175
E01001509,Enfield 014C,E09000010,171,1773,96.44670050761421
E01001511,Enfield 016D,E09000010,233,1923,121.16484659386376
E01001512,Enfield 015D,E09000010,211,2277,92.66578831796222
E01001513,Enfield 012F,E09000010,487,1982,245.71140262361251
E01001514,Enfield 016E,E09000010,119,1765,67.42209631728045
E01001515,Enfield 015E,E09000010,178,2047,86.95652173913044
E01001516,Enfield 005D,E09000010,182,2123,85.72774375883183
E01001517,Enfield 006C,E09000010,151,2045,73.83863080684597
E01001518,Enfield 016F,E09000010,162,1688,95.97156398104266
E01001520,Enfield 019A,E09000010,97,1857,52.2347872913301
E01001521,Enfield 028A,E09000010,57,1875,30.4
E01001522,Enfield 019B,E09000010,93,1817,51.18326912493121
E01001523,Enfield 019C,E09000010,80,1847,43.313481321061175
E01001524,Enfield 019D,E09000010,80,1562,51.21638924455826
E01001525,Enfield 020E,E09000010,89,1964,45.31568228105906
E01001526,Enfield 019E,E09000010,43,1608,26.741293532338307
E01001527,Enfield 036F,E09000010,116,2054,56.47517039922103
E01001528,Enfield 032B,E09000010,153,1688,90.6398104265403
E01001529,Enfield 032C,E09000010,130,1791,72.58514796203238
E01001530,Enfield 032D,E09000010,92,1727,53.271569195136074
E01001531,Enfield 028B,E09000010,44,1435,30.662020905923345
E01001532,Enfield 028C,E09000010,85,1663,51.11244738424534
E01001533,Enfield 028D,E09000010,71,1662,42.71961492178099
E01001534,Enfield 032E,E09000010,174,1691,102.8976936723832
E01001535,Enfield 028E,E09000010,94,1405,66.90391459074733
E01001536,Enfield 008B,E09000010,368,1970,186.80203045685278
E01001537,Enfield 005E,E09000010,91,1714,53.09218203033839
E01001538,Enfield 009A,E09000010,46,1677,27.429934406678594
E01001539,Enfield 009B,E09000010,76,1654,45.94921402660217
E01001540,Enfield 008C,E09000010,163,1906,85.51941238195174
E01001541,Enfield 008D,E09000010,50,1532,32.637075718015666
E01001542,Enfield 008E,E09000010,88,1566,56.194125159642404
E01001543,Enfield 009C,E09000010,63,1617,38.96103896103896
E01001544,Enfield 009D,E09000010,133,1695,78.46607669616519
E01001545,Enfield 002B,E09000010,133,1885,70.55702917771883
E01001546,Enfield 001C,E09000010,109,1813,60.12134583563155
E01001547,Enfield 002C,E09000010,182,2092,86.9980879541109
E01001548,Enfield 002D,E09000010,153,1927,79.39802802283343
E01001549,Enfield 006D,E09000010,199,2359,84.35777871979653
E01001550,Enfield 006E,E09000010,99,1770,55.932203389830505
E01001551,Enfield 002E,E09000010,214,1794,119.28651059085841
E01001552,Enfield 001D,E09000010,196,1945,100.77120822622109
E01001553,Enfield 037B,E09000010,132,1753,75.29948659440959
E01001554,Enfield 037C,E09000010,281,1798,156.28476084538374
E01001555,Enfield 033C,E09000010,221,2234,98.92569382273949
E01001556,Enfield 035E,E09000010,101,1590,63.522012578616355
E01001557,Enfield 033D,E09000010,131,1715,76.38483965014576
E01001558,Enfield 033E,E09000010,418,2063,202.61754726126998
E01001559,Enfield 033F,E09000010,751,2129,352.74776890558945
E01001560,Enfield 035F,E09000010,120,1571,76.38446849140675
E01001562,Enfield 037D,E09000010,162,2235,72.48322147651007
E01001563,Enfield 029C,E09000010,81,1733,46.7397576457011
E01001564,Enfield 022B,E09000010,89,1659,53.646775165762506
E01001565,Enfield 029D,E09000010,60,1678,35.75685339690107
E01001566,Enfield 029E,E09000010,88,1781,49.410443571027514
E01001567,Enfield 022C,E09000010,55,1541,35.69110966904607
E01001568,Enfield 022D,E09000010,92,1884,48.83227176220807
E01001569,Enfield 022E,E09000010,119,1770,67.2316384180791
E01001570,Enfield 026E,E09000010,262,1899,137.96735123749343
E01001571,Greenwich 008A,E09000011,100,1809,55.2791597567717
E01001572,Greenwich 008B,E09000011,84,1733,48.47085978072707
E01001573,Greenwich 008C,E09000011,109,1575,69.2063492063492
E01001574,Greenwich 008D,E09000011,165,1921,85.89276418532015
E01001575,Greenwich 003A,E09000011,212,1816,116.74008810572688
E01001576,Greenwich 003B,E09000011,201,1998,100.6006006006006
E01001577,Greenwich 003C,E09000011,166,2017,82.30044620723848
E01001578,Greenwich 003D,E09000011,256,2306,111.01474414570684
E01001579,Greenwich 003E,E09000011,128,1734,73.81776239907728
E01001580,Greenwich 021A,E09000011,183,1639,111.65344722391703
E01001581,Greenwich 016A,E09000011,141,1578,89.35361216730038
E01001582,Greenwich 021B,E09000011,129,1533,84.14872798434442
E01001583,Greenwich 021C,E09000011,79,1568,50.38265306122449
E01001584,Greenwich 021D,E09000011,89,1502,59.254327563249
E01001585,Greenwich 016B,E09000011,69,1529,45.12753433616743
E01001586,Greenwich 016C,E09000011,69,1426,48.387096774193544
E01001587,Greenwich 016D,E09000011,101,1981,50.984351337708226
E01001588,Greenwich 012A,E09000011,112,1692,66.19385342789597
E01001589,Greenwich 012B,E09000011,187,1853,100.91743119266056
E01001590,Greenwich 014A,E09000011,117,1704,68.66197183098592
E01001591,Greenwich 012C,E09000011,193,2100,91.90476190476191
E01001592,Greenwich 014B,E09000011,104,1933,53.80237972064149
E01001593,Greenwich 014C,E09000011,85,1793,47.40658114891244
E01001594,Greenwich 014D,E09000011,140,2368,59.12162162162162
E01001595,Greenwich 012D,E09000011,134,2222,60.30603060306031
E01001596,Greenwich 032A,E09000011,58,1737,33.390903857225105
E01001597,Greenwich 031A,E09000011,91,1556,58.48329048843188
E01001598,Greenwich 031B,E09000011,63,1609,39.15475450590429
E01001599,Greenwich 032B,E09000011,156,1677,93.02325581395348
E01001600,Greenwich 032C,E09000011,102,1509,67.5944333996024
E01001601,Greenwich 032D,E09000011,48,1507,31.851360318513606
E01001602,Greenwich 031C,E09000011,179,2126,84.19567262464722
E01001603,Greenwich 031D,E09000011,101,1756,57.51708428246013
E01001604,Greenwich 027A,E09000011,97,1549,62.621045836023235
E01001605,Greenwich 023A,E09000011,47,1520,30.921052631578945
E01001606,Greenwich 023B,E09000011,37,1627,22.741241548862938
E01001607,Greenwich 027B,E09000011,93,1610,57.763975155279496
E01001608,Greenwich 027C,E09000011,83,1444,57.4792243767313
E01001609,Greenwich 027D,E09000011,336,1688,199.0521327014218
E01001610,Greenwich 023C,E09000011,64,1761,36.34298693923907
E01001611,Greenwich 023D,E09000011,92,1766,52.09513023782559
E01001613,Greenwich 028A,E09000011,102,1753,58.18596691386195
E01001614,Greenwich 028B,E09000011,121,1493,81.0448760884126
E01001615,Greenwich 028C,E09000011,374,1991,187.84530386740332
E01001617,Greenwich 028D,E09000011,159,1628,97.66584766584766
E01001618,Greenwich 030C,E09000011,127,1906,66.63168940188876
E01001619,Greenwich 030D,E09000011,87,1964,44.29735234215886
E01001620,Greenwich 025A,E09000011,121,1582,76.48546144121366
E01001621,Greenwich 025B,E09000011,114,1673,68.14106395696354
E01001623,Greenwich 025C,E09000011,105,1806,58.13953488372093
E01001624,Greenwich 025D,E09000011,111,1628,68.18181818181817
E01001625,Greenwich 025E,E09000011,132,1780,74.15730337078652
E01001629,Greenwich 009A,E09000011,175,2141,81.73750583839328
E01001631,Greenwich 007B,E09000011,225,2108,106.73624288425047
E01001632,Greenwich 007C,E09000011,132,2038,64.7693817468106
E01001633,Greenwich 009B,E09000011,123,2043,60.205580029368576
E01001634,Greenwich 009C,E09000011,135,1737,77.720207253886
E01001635,Greenwich 007D,E09000011,82,1644,49.87834549878345
E01001636,Greenwich 007E,E09000011,165,1684,97.98099762470308
E01001637,Greenwich 009D,E09000011,177,1799,98.38799332962756
E01001638,Greenwich 038A,E09000011,122,1763,69.20022688598978
E01001641,Greenwich 038B,E09000011,372,1866,199.35691318327974
E01001642,Greenwich 038C,E09000011,170,1732,98.15242494226328
E01001644,Greenwich 038D,E09000011,214,2629,81.39977177634083
E01001645,Greenwich 022A,E09000011,101,1852,54.53563714902808
E01001646,Greenwich 019A,E09000011,278,2820,98.58156028368795
E01001647,Greenwich 022B,E09000011,95,1486,63.93001345895021
E01001648,Greenwich 022C,E09000011,101,1721,58.686809994189424
E01001649,Greenwich 022D,E09000011,116,1576,73.60406091370558
E01001650,Greenwich 019B,E09000011,118,1834,64.340239912759
E01001651,Greenwich 019C,E09000011,210,1875,112
E01001652,Greenwich 019D,E09000011,175,1706,102.57913247362251
E01001653,Greenwich 029A,E09000011,118,1591,74.16719044626022
E01001654,Greenwich 029B,E09000011,135,1606,84.05977584059777
E01001655,Greenwich 029C,E09000011,152,1575,96.50793650793652
E01001656,Greenwich 034A,E09000011,68,1341,50.70842654735272
E01001657,Greenwich 034B,E09000011,84,1569,53.53728489483748
E01001658,Greenwich 034C,E09000011,82,1654,49.57678355501813
E01001659,Greenwich 034D,E09000011,118,1618,72.92954264524104
E01001660,Greenwich 029D,E09000011,114,1559,73.12379730596537
E01001661,Greenwich 029E,E09000011,183,1664,109.97596153846153
E01001664,Greenwich 037B,E09000011,174,2076,83.81502890173411
E01001665,Greenwich 037C,E09000011,161,1890,85.18518518518518
E01001666,Greenwich 041G,E09000011,406,1984,204.63709677419357
E01001669,Greenwich 033A,E09000011,202,2495,80.96192384769539
E01001671,Greenwich 033B,E09000011,113,1670,67.66467065868264
E01001672,Greenwich 006A,E09000011,140,1933,72.42628039317124
E01001673,Greenwich 006B,E09000011,273,2403,113.6079900124844
E01001674,Greenwich 006C,E09000011,139,2195,63.325740318906604
E01001675,Greenwich 006D,E09000011,258,2370,108.86075949367088
E01001676,Greenwich 033C,E09000011,214,1802,118.75693673695893
E01001677,Greenwich 006E,E09000011,198,2163,91.53952843273231
E01001678,Greenwich 017A,E09000011,80,1774,45.095828635851184
E01001679,Greenwich 020A,E09000011,86,1353,63.56245380635625
E01001680,Greenwich 020B,E09000011,58,1518,38.20816864295125
E01001681,Greenwich 020C,E09000011,57,1403,40.6272273699216
E01001682,Greenwich 020D,E09000011,107,1377,77.70515613652869
E01001683,Greenwich 017B,E09000011,177,1551,114.11992263056092
E01001684,Greenwich 017C,E09000011,66,1446,45.64315352697095
E01001685,Greenwich 017D,E09000011,72,1562,46.094750320102435
E01001686,Greenwich 020E,E09000011,111,1799,61.70094496942746
E01001687,Greenwich 002A,E09000011,228,1654,137.84764207980655
E01001688,Greenwich 002B,E09000011,238,2670,89.13857677902621
E01001690,Greenwich 001A,E09000011,113,1714,65.92765460910152
E01001692,Greenwich 001B,E09000011,95,1470,64.62585034013605
E01001693,Greenwich 001C,E09000011,124,1560,79.48717948717949
E01001694,Greenwich 001D,E09000011,123,1743,70.56798623063683
E01001695,Greenwich 011A,E09000011,125,1549,80.69722401549387
E01001696,Greenwich 011B,E09000011,312,2572,121.30637636080871
E01001697,Greenwich 011C,E09000011,197,2643,74.53651153991676
E01001698,Greenwich 015A,E09000011,162,1912,84.72803347280335
E01001699,Greenwich 015B,E09000011,125,1465,85.32423208191128
E01001700,Greenwich 011D,E09000011,236,2366,99.74640743871512
E01001701,Greenwich 015C,E09000011,432,1763,245.0368689733409
E01001702,Greenwich 015D,E09000011,89,1485,59.93265993265994
E01001703,Greenwich 011E,E09000011,188,2079,90.42809042809043
E01001704,Greenwich 011F,E09000011,128,1649,77.6228016979988
E01001705,Greenwich 005A,E09000011,227,2248,100.97864768683273
E01001708,Greenwich 005C,E09000011,103,1697,60.695344725987034
E01001710,Greenwich 005D,E09000011,95,1759,54.007959067652074
E01001712,Greenwich 042A,E09000011,204,2121,96.18104667609619
E01001714,Hackney 002A,E09000012,212,2051,103.36421257922964
E01001715,Hackney 007A,E09000012,69,1286,53.654743390357694
E01001716,Hackney 007B,E09000012,178,1788,99.55257270693512
E01001717,Hackney 007C,E09000012,76,1126,67.49555950266429
E01001718,Hackney 007D,E09000012,335,1740,192.5287356321839
E01001719,Hackney 007E,E09000012,152,1640,92.6829268292683
E01001720,Hackney 007F,E09000012,142,1707,83.18687756297598
E01001722,Hackney 029A,E09000012,199,2303,86.4090316977855
E01001723,Hackney 006A,E09000012,128,1970,64.97461928934011
E01001724,Hackney 006B,E09000012,169,2894,58.396682791983416
E01001725,Hackney 004A,E09000012,68,1830,37.158469945355186
E01001726,Hackney 004B,E09000012,78,1325,58.867924528301884
E01001727,Hackney 006C,E09000012,78,1988,39.23541247484909
E01001728,Hackney 029B,E09000012,106,1979,53.562405255179385
E01001729,Hackney 019A,E09000012,546,1985,275.06297229219143
E01001730,Hackney 019B,E09000012,232,2767,83.84531984098302
E01001731,Hackney 017A,E09000012,376,2666,141.03525881470367
E01001732,Hackney 019C,E09000012,208,1900,109.47368421052632
E01001733,Hackney 015A,E09000012,237,1872,126.6025641025641
E01001734,Hackney 017B,E09000012,288,1835,156.9482288828338
E01001735,Hackney 019D,E09000012,189,1570,120.38216560509554
E01001736,Hackney 012A,E09000012,116,1549,74.88702388637832
E01001737,Hackney 012B,E09000012,109,1768,61.651583710407245
E01001738,Hackney 012C,E09000012,142,1740,81.60919540229885
E01001739,Hackney 012D,E09000012,150,1977,75.87253414264036
E01001740,Hackney 014A,E09000012,113,1545,73.13915857605178
E01001741,Hackney 009A,E09000012,132,1441,91.6030534351145
E01001742,Hackney 008A,E09000012,163,1753,92.98345693097546
E01001744,Hackney 031A,E09000012,177,2004,88.32335329341318
E01001745,Hackney 016A,E09000012,210,2162,97.1322849213691
E01001746,Hackney 016B,E09000012,92,1686,54.567022538552784
E01001747,Hackney 014B,E09000012,270,2329,115.929583512237
E01001749,Hackney 020B,E09000012,125,1488,84.00537634408602
E01001750,Hackney 031D,E09000012,230,2122,108.38831291234683
E01001751,Hackney 031B,E09000012,117,1478,79.16102841677943
E01001753,Hackney 025B,E09000012,144,1538,93.62808842652797
E01001755,Hackney 025D,E09000012,226,1678,134.68414779499403
E01001756,Hackney 030C,E09000012,258,2037,126.65684830633283
E01001757,Hackney 016C,E09000012,83,1585,52.365930599369086
E01001758,Hackney 016D,E09000012,218,2614,83.39709257842387
E01001759,Hackney 016E,E09000012,109,1647,66.18093503339405
E01001760,Hackney 017C,E09000012,567,1885,300.7957559681698
E01001761,Hackney 016F,E09000012,249,1818,136.96369636963695
E01001762,Hackney 017D,E09000012,301,1675,179.70149253731344
E01001763,Hackney 020C,E09000012,191,1769,107.97060486150367
E01001764,Hackney 010A,E09000012,108,1752,61.64383561643835
E01001765,Hackney 010B,E09000012,145,1801,80.51082731815657
E01001767,Hackney 010D,E09000012,151,1608,93.90547263681593
E01001768,Hackney 006D,E09000012,153,1868,81.90578158458243
E01001769,Hackney 006E,E09000012,105,1521,69.03353057199212
E01001770,Hackney 010E,E09000012,146,1714,85.1808634772462
E01001772,Hackney 024A,E09000012,171,1789,95.5841252096143
E01001773,Hackney 025E,E09000012,331,2483,133.30648409182442
E01001774,Hackney 024B,E09000012,320,1987,161.04680422747862
E01001775,Hackney 024C,E09000012,172,1634,105.26315789473684
E01001776,Hackney 025F,E09000012,216,1709,126.38970157987129
E01001777,Hackney 033A,E09000012,382,2633,145.08165590581086
E01001780,Hackney 032D,E09000012,364,1816,200.44052863436124
E01001781,Hackney 026B,E09000012,211,1602,131.7103620474407
E01001783,Hackney 026D,E09000012,126,1606,78.4557907845579
E01001784,Hackney 032A,E09000012,152,1772,85.77878103837472
E01001785,Hackney 015B,E09000012,89,1593,55.869428750784685
E01001786,Hackney 013A,E09000012,195,2224,87.67985611510791
E01001787,Hackney 013B,E09000012,194,1611,120.42209807572935
E01001788,Hackney 013C,E09000012,150,1497,100.20040080160321
E01001789,Hackney 015C,E09000012,109,1773,61.47772137619854
E01001790,Hackney 013D,E09000012,93,1513,61.46728354263053
E01001791,Hackney 015D,E09000012,108,1459,74.02330363262509
E01001792,Hackney 011A,E09000012,170,1933,87.94619762027936
E01001793,Hackney 011B,E09000012,96,1582,60.6826801517067
E01001794,Hackney 011C,E09000012,209,1898,110.1159114857745
E01001795,Hackney 011D,E09000012,152,1308,116.20795107033639
E01001796,Hackney 011E,E09000012,192,1476,130.08130081300814
E01001798,Hackney 028A,E09000012,210,2329,90.167453842851
E01001799,Hackney 003A,E09000012,69,1506,45.81673306772908
E01001800,Hackney 004C,E09000012,192,1750,109.71428571428571
E01001801,Hackney 008B,E09000012,78,1722,45.29616724738676
E01001802,Hackney 003B,E09000012,69,1377,50.108932461873636
E01001803,Hackney 008C,E09000012,112,1804,62.08425720620843
E01001804,Hackney 003C,E09000012,66,1671,39.49730700179533
E01001805,Hackney 009B,E09000012,106,1227,86.38956805215973
E01001806,Hackney 008D,E09000012,248,1469,168.8223281143635
E01001807,Hackney 003D,E09000012,131,1807,72.49584947426673
E01001808,Hackney 001A,E09000012,252,1634,154.22276621787026
E01001809,Hackney 001B,E09000012,117,1884,62.10191082802548
E01001811,Hackney 002D,E09000012,127,1792,70.87053571428571
E01001812,Hackney 003E,E09000012,149,1792,83.14732142857143
E01001813,Hackney 002E,E09000012,220,1955,112.53196930946291
E01001814,Hackney 001C,E09000012,212,1699,124.77928193054738
E01001815,Hackney 024D,E09000012,130,1772,73.36343115124154
E01001816,Hackney 020D,E09000012,154,1550,99.35483870967741
E01001819,Hackney 020E,E09000012,114,1587,71.83364839319471
E01001820,Hackney 024E,E09000012,125,1390,89.92805755395683
E01001821,Hackney 024F,E09000012,172,1350,127.40740740740742
E01001822,Hackney 029C,E09000012,194,1997,97.1457185778668
E01001823,Hackney 001D,E09000012,118,1632,72.30392156862746
E01001824,Hackney 004D,E09000012,161,1626,99.0159901599016
E01001825,Hackney 001E,E09000012,75,1350,55.55555555555555
E01001826,Hackney 004E,E09000012,84,1573,53.40114431023522
E01001827,Hackney 029D,E09000012,133,1647,80.75288403157256
E01001828,Hackney 028B,E09000012,195,2053,94.98295177788602
E01001829,Hackney 009C,E09000012,147,1756,83.7129840546697
E01001830,Hackney 014C,E09000012,283,1878,150.69222577209797
E01001831,Hackney 009D,E09000012,252,1679,150.08933889219776
E01001832,Hackney 009E,E09000012,135,1660,81.32530120481927
E01001833,Hackney 014D,E09000012,164,2117,77.46811525743976
E01001834,Hackney 014E,E09000012,156,1988,78.47082494969818
E01001835,Hackney 014F,E09000012,85,1233,68.9375506893755
E01001836,Hackney 022A,E09000012,213,1855,114.82479784366576
E01001837,Hackney 023B,E09000012,125,1446,86.44536652835407
E01001838,Hackney 019E,E09000012,137,1815,75.48209366391184
E01001839,Hackney 023C,E09000012,527,2354,223.87425658453697
E01001840,Hackney 022B,E09000012,129,1602,80.52434456928839
E01001841,Hackney 022C,E09000012,110,1368,80.4093567251462
E01001842,Hackney 023D,E09000012,111,1528,72.64397905759162
E01001843,Hackney 023E,E09000012,85,1205,70.53941908713693
E01001844,Hackney 022D,E09000012,205,1917,106.93792383933229
E01001845,Hackney 022E,E09000012,127,1585,80.12618296529968
E01001846,Hackney 018A,E09000012,143,1210,118.18181818181817
E01001847,Hackney 018B,E09000012,228,1332,171.17117117117118
E01001848,Hackney 018C,E09000012,245,1970,124.36548223350253
E01001849,Hackney 018D,E09000012,333,2450,135.91836734693877
E01001850,Hackney 019F,E09000012,147,1845,79.67479674796749
E01001851,Hammersmith and Fulham 010A,E09000013,69,1465,47.09897610921502
E01001852,Hammersmith and Fulham 007A,E09000013,129,1629,79.18968692449356
E01001853,Hammersmith and Fulham 007B,E09000013,97,1497,64.79625918503675
E01001854,Hammersmith and Fulham 007C,E09000013,147,1760,83.52272727272728
E01001855,Hammersmith and Fulham 010B,E09000013,116,1663,69.75345760673483
E01001856,Hammersmith and Fulham 010C,E09000013,173,1645,105.16717325227962
E01001857,Hammersmith and Fulham 007D,E09000013,454,1547,293.4712346477053
E01001858,Hammersmith and Fulham 006A,E09000013,141,1755,80.34188034188035
E01001859,Hammersmith and Fulham 008A,E09000013,139,2703,51.424343322234556
