LSOA21CD,LSOA21NM,borough,mean_AI,MEDIAN_AI,MIN_AI,MAX_AI,MEAN_PTAL_2023,Shape_Length,Shape_Area
E01000065,Barking and Dagenham 007A,Barking & Dagenham,8.065227171710346,8.331546179049978,4.264897917897326,10.896269076752555,2,2928.829211900789232,233555.779467488493538
E01000066,Barking and Dagenham 011A,Barking & Dagenham,4.568890597272120,5.479836376906041,0.000000000000000,9.358329891567148,1b,2628.709093426333766,244939.873300465551438
E01000067,Barking and Dagenham 011B,Barking & Dagenham,8.176163972382421,8.186911531800163,5.736388400390189,11.277104063074367,2,2663.424603305903474,192455.990893002715893
E01000068,Barking and Dagenham 016E,Barking & Dagenham,20.968156900839130,22.492691697840208,5.125409515947846,34.989723376230785,5,3362.837501683402479,339811.128369720187038
E01000069,Barking and Dagenham 011C,Barking & Dagenham,9.716606106551636,9.152606483391923,6.730383327315142,13.126892651743610,2,3273.745341399266181,200593.252181120042223
E01000070,Barking and Dagenham 011D,Redbridge,10.843238571333218,9.555126797422894,0.000000000000000,23.566271758702094,3,3977.341618717106485,391783.855921617301647
E01000071,Barking and Dagenham 011E,Barking & Dagenham,8.805416623555869,8.830279132033542,0.000000000000000,15.514703847701293,2,3492.855493903107345,270535.495263996999711
E01000072,Barking and Dagenham 017E,Barking & Dagenham,4.784053273617880,4.108711726179529,2.043636657013349,8.814134530379944,1b,3673.209146659440648,520104.226287260302342
E01000073,Barking and Dagenham 012B,Barking & Dagenham,4.665079789164368,4.293937137953026,1.948007634315742,8.242055494811474,1b,3599.104155680769054,284641.852613264753018
E01000074,Barking and Dagenham 012C,Barking & Dagenham,5.714756496372334,4.208468977136921,1.971254069926845,11.688754809467351,2,2052.201188956035367,164129.147318903909763
E01000075,Barking and Dagenham 012D,Barking & Dagenham,9.637009835207001,9.505477090604776,4.282042951027127,14.750655620188235,2,3235.528211319586717,517518.667168756306637
E01000076,Barking and Dagenham 012E,Barking & Dagenham,6.546571221414228,7.442516609722249,2.024105263760225,10.819936965645955,2,2424.158370978123457,190555.356375979608856
E01000077,Barking and Dagenham 008F,Barking & Dagenham,9.250656163493185,8.984154421326034,7.027824817067044,11.979007695317076,2,1901.678618700106654,173824.585990473802667
E01000078,Barking and Dagenham 007B,Barking & Dagenham,8.451372096525814,8.250767889006243,6.882041881817394,10.622776248651295,2,2560.269956075204391,175836.458222312357975
E01000079,Barking and Dagenham 009E,Barking & Dagenham,6.448516994556689,5.952085228371337,2.093981556750387,11.869886909759522,2,3487.186668073080455,309703.524954955035355
E01000080,Barking and Dagenham 007C,Barking & Dagenham,6.825101066119953,7.460501149598679,2.464826453976551,12.809558258812286,2,3706.808039921324053,231312.730253134970553
E01000081,Barking and Dagenham 007D,Barking & Dagenham,6.402176940360137,6.505420392194298,2.452137087368340,9.178812886412061,2,2388.722996411945587,185772.257149843295338
E01000082,Barking and Dagenham 007E,Barking & Dagenham,7.080212784718160,6.606322451601987,4.962599432966423,10.595758150565196,2,2246.900813399378876,160706.019180991221219
E01000083,Barking and Dagenham 007F,Barking & Dagenham,8.957242844442279,9.123159093648074,7.483250462556803,10.596931571068337,2,1849.639967216219247,179942.983663479419192
E01000084,ZBarking and Dagenham 013D,Barking & Dagenham,14.600066486378456,14.542367922818627,11.020250044485955,21.301492229727494,3,2145.552972554241023,150026.443552212469513
E01000085,Barking and Dagenham 013E,Barking & Dagenham,13.961914345712946,13.122048186217764,11.953736145655302,17.460639038673332,3,2238.873738599503668,145378.819962291629054
E01000086,Barking and Dagenham 013F,Barking & Dagenham,11.716731786076844,11.976343147080216,5.835344884453125,14.685369541846168,3,2312.921227291469222,140150.772350262501277
E01000087,Barking and Dagenham 020B,Barking & Dagenham,9.038087528486596,8.232223969537555,5.734367884961159,15.345001513034275,2,3611.863706654849011,372531.869839877297636
E01000088,Barking and Dagenham 020C,Barking & Dagenham,5.510379193508292,6.118601062860275,2.148657544270904,10.270562330104500,2,3230.983985999414017,226443.862954821524909
E01000089,Barking and Dagenham 020D,Barking & Dagenham,4.791110765863142,5.429095138913253,1.907728491788413,6.612027574716749,1b,2062.337082442518295,145368.850638353120303
E01000090,Barking and Dagenham 020E,Havering,2.295535886432650,0.000000000000000,0.000000000000000,10.307576441263061,1a,7963.173117173599167,2371637.902795863337815
E01000091,Barking and Dagenham 022A,Barking & Dagenham,6.808578831060450,6.779312202412208,4.417911949645040,9.760037769525745,2,3264.817012282533597,246299.605666682939045
E01000093,Barking and Dagenham 022B,Barking & Dagenham,6.009811909748768,5.710339086874702,0.000000000000000,11.138241366252672,2,3748.766069694602720,293778.415902431996074
E01000094,Barking and Dagenham 022C,Barking & Dagenham,6.359711975903934,6.247081103170144,2.622417412063140,10.142583254911154,2,5263.659179337530077,602911.668500808416866
E01000095,Barking and Dagenham 018E,Barking & Dagenham,4.098772258934213,3.835899931192781,0.000000000000000,11.951861126186397,1b,10393.262990058747164,2556289.076358685269952
E01000096,Barking and Dagenham 022D,Barking & Dagenham,4.772364452252911,4.731441660916610,0.000000000000000,7.644748061824561,1b,4602.637306526882639,602407.590230336529203
E01000097,Barking and Dagenham 023C,Barking & Dagenham,12.508293178810755,12.265886317894090,11.561699514033482,15.514828049127228,3,2187.292565461331833,179124.283029279671609
E01000098,Barking and Dagenham 023D,Barking & Dagenham,10.034284013743083,9.957526083211857,7.539660833507337,12.788507266035172,3,3609.840204929157153,175360.978681787790265
E01000099,Barking and Dagenham 023E,Barking & Dagenham,7.514075114904851,7.917652014363757,0.000000000000000,12.577348928223543,2,2931.961646609420768,309933.139863087912090
E01000100,Barking and Dagenham 004B,Barking & Dagenham,5.504393243582698,4.868264563523274,3.689397232708427,10.420119941864128,2,3150.848045346126128,211459.633370425290195
E01000101,Barking and Dagenham 004C,Barking & Dagenham,10.390513600920791,10.828072610809969,3.748963984200852,14.559791427625047,3,2692.163216239249778,163850.045086646510754
E01000102,Barking and Dagenham 007G,Barking & Dagenham,5.988356994206309,6.199811040108849,0.000000000000000,9.051504380406920,2,3280.265664333247059,252863.146452600660268
E01000103,Barking and Dagenham 014A,Havering,3.366674920198341,2.812338949778663,0.000000000000000,11.179720889346729,1b,4224.495821600183262,701238.169108458328992
E01000104,Barking and Dagenham 014B,Havering,8.383226153702584,10.241385269818668,0.000000000000000,11.898619864837825,2,2926.388762414605935,220114.824510595644824
